query,status,ms,results
q00555.rq,OK,3.0,799
q00556.rq,OK,861.2,100000
q00557.rq,OK,852.3,100000
q00558.rq,OK,2.3,102
q00559.rq,OK,0.5,100
q00560.rq,OK,24.4,10151
q00561.rq,OK,893.7,100000
q00562.rq,OK,322.8,100000
q00563.rq,OK,1.6,2500
q00564.rq,OK,0.4,3
q00565.rq,OK,124.5,100000
q00566.rq,OK,47.1,100000
q00567.rq,OK,4.3,247
q00568.rq,OK,33.4,23552
q00569.rq,OK,56.6,100000
q00570.rq,OK,511.8,100000
q00571.rq,OK,0.8,0
q00572.rq,OK,0.6,63
q00573.rq,OK,0.6,198
q00574.rq,OK,225.3,100000
q00575.rq,OK,47.3,100000
q00576.rq,OK,153.3,100000
q00577.rq,OK,0.9,0
q00578.rq,OK,5.3,1183
q00579.rq,OK,93.8,39325
q00580.rq,OK,225.8,100000
q00581.rq,OK,51.5,100000
q00582.rq,OK,0.8,0
q00583.rq,OK,295.9,100000
q00584.rq,OK,9.9,2122
q00585.rq,OK,131.4,100000
q00586.rq,OK,890.0,100000
q00587.rq,OK,1.2,258
q00588.rq,OK,1.5,2120
q00589.rq,OK,0.6,81
q00590.rq,OK,0.3,4
q00591.rq,OK,0.2,0
q00592.rq,OK,2.2,0
q00593.rq,OK,235.7,100000
q00594.rq,OK,162.2,100000
q00595.rq,OK,248.7,100000
q00596.rq,OK,267.9,100000
q00597.rq,OK,210.2,100000
q00598.rq,OK,540.6,100000
q00599.rq,OK,177.2,100000
q00600.rq,OK,416.1,100000
q00601.rq,OK,304.9,100000
q00602.rq,OK,288.9,100000
q00603.rq,OK,142.3,100000
q00604.rq,OK,4114.4,100000
q00605.rq,OK,157.1,100000
q00606.rq,OK,93.6,100000
q00607.rq,OK,100.5,100000
q00608.rq,OK,92.5,100000
q00609.rq,OK,187.6,100000
q00610.rq,OK,93.6,100000
q00611.rq,OK,101.2,100000
q00612.rq,OK,93.1,100000
q00613.rq,OK,128.6,100000
q00614.rq,OK,395.0,100000
q00615.rq,OK,230.1,100000
q00616.rq,OK,927.9,100000
q00617.rq,OK,875.7,100000
q00618.rq,OK,969.0,100000
q00619.rq,OK,1.1,183
q00620.rq,OK,94.2,100000
q00621.rq,OK,44.7,100000
q00622.rq,OK,11.9,2465
q00623.rq,OK,442.0,100000
q00624.rq,OK,46.2,100000
q00625.rq,OK,45.7,100000
q00626.rq,OK,15.3,7142
q00627.rq,OK,1.1,400
q00628.rq,OK,0.4,50
q00629.rq,OK,138.4,100000
q00630.rq,OK,20.8,14603
q00631.rq,OK,203.8,100000
q00632.rq,OK,917.0,100000
q00633.rq,ERROR,2976.1,0
q00634.rq,OK,1.0,428
q00635.rq,ERROR,1649.3,0
q00636.rq,OK,1126.9,100000
q00637.rq,ERROR,1396.7,0
q00638.rq,OK,85.6,100000
q00639.rq,OK,5350.5,100000
q00640.rq,OK,222.9,100000
q00641.rq,OK,293.7,100000
q00642.rq,OK,82.1,100000
q00643.rq,OK,192.6,100000
q00644.rq,OK,52.6,100000
q00645.rq,OK,870.7,100000
q00646.rq,OK,6.2,8
q00647.rq,OK,1060.9,100000
q00648.rq,OK,73.8,100000
q00649.rq,OK,0.8,0
q00650.rq,OK,0.3,0
q00651.rq,OK,234.2,100000
q00652.rq,OK,246.6,100000
q00653.rq,OK,102.7,100000
q00654.rq,OK,93.8,100000
q00655.rq,OK,93.2,100000
q00656.rq,OK,37.3,130
q00657.rq,OK,879.0,100000
q00658.rq,OK,0.7,2
q00659.rq,ERROR,534.3,0
q00660.rq,OK,94.1,100000
q00661.rq,OK,83.9,100000
q00662.rq,OK,249.4,100000
q00663.rq,OK,180.9,100000
q00664.rq,OK,1196.9,100000
q00665.rq,OK,116.4,71509
q00666.rq,OK,2.0,44
q00667.rq,OK,280.6,100000
q00668.rq,OK,205.3,100000
q00669.rq,OK,93.6,100000
q00670.rq,OK,1045.5,100000
q00671.rq,OK,999.8,100000
q00672.rq,OK,1005.0,100000
q00673.rq,OK,6.1,110
q00674.rq,OK,0.5,6
q00675.rq,OK,188.9,100000
q00676.rq,OK,2.0,162
q00677.rq,OK,4.7,62
q00678.rq,OK,246.9,100000
q00679.rq,OK,2719.7,259
q00680.rq,OK,0.8,8
q00681.rq,OK,918.4,100000
